Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
744,fair,kind,compelling,friendly,R_ykdBGKge2NzYiT7,Republican,Very positive,No,Yes,No,No
745,strict,conservative,frugal,omnipotent,R_1FPXzkTdBacbRyC,Independent,A little positive,No,No,No,No
746,conservative,right,trump,taxes,R_skgGAPOgtwYVy2l,Independent,Neither positive nor negative,No,No,Yes,No
747,bold,strong,right,nice,R_2YhyvoKeckI7v3X,Republican,A little positive,No,Yes,No,No
748,rigorous,red,angry,rude,R_AH9cbGTgbnB5AIh,Democrat,Very negative,Yes,Yes,No,No
749,rigid,religious,selfish,intolerant,R_3DjDr2RPI1demJw,Democrat,Very negative,Yes,Yes,No,No
750,traditional,constitutionalist,conservative,moderate,R_290rMDDOIijKBbl,Independent,Neither,No,No,Yes,No
751,conservative,ignorant,racist,sexist,R_2U4oPwqbgSTLF3w,Democrat,Very negative,Yes,Yes,No,Yes
752,NONE,NONE,NONE,conservative,R_1IEqnnW6xhe4mtX,Independent,Neither positive nor negative,No,No,No,No
753,cold,uncaring,uninformed,intolerant,R_ZJMXXPbd7Hv9bYl,Democrat,Very negative,Yes,Yes,No,No
754,conservative,reagan,goldwater,midwest,R_x414MWrM4HzPLCF,Independent,Neither positive nor negative,No,No,No,No
755,rich,closed minded,conservative,old,R_sGXeVebwDM929sB,Democrat,Very negative,No,Yes,No,No
756,uneducated,religious,sexist,hypocritical,R_vZ8yb6BJeKB4gzD,Democrat,Very negative,Yes,Yes,No,Yes
757,conservative,old,traditional,prude,R_Xvqls0pwquT2wnv,Democrat,A little negative,No,No,No,No
758,earthy,religious,conservative,stingy,R_2X6Gzg4LNNox0CZ,Democrat,A little negative,No,Yes,No,No
759,conservative,small government,low taxes,individual rights,R_2bPGPZbzUegH2js,Independent,Neither positive nor negative,No,No,Yes,No
760,religious,selfish,judgmental,money seeking,R_8l9zPd7EZYFufE5,Democrat,Very negative,Yes,Yes,No,No
761,conservative,right,middle,white,R_1LLGwXesWCeLX89,Democrat,A little negative,No,No,No,Yes
762,moral,hard,status quo,older,R_290to0uYYkR7O5s,Democrat,Neither positive nor negative,No,Yes,No,No
763,rich,business,religious,educated,R_1eWR49nzp7jsCIh,Independent,Neither positive nor negative,No,No,No,Yes
764,conservative,arrogant,rich,racist,R_21HxC61V2uEsJD7,Democrat,Very negative,Yes,Yes,No,No
765,conservative,evangelical,frugal,businesslike,R_1QnHVmR1TLUmhno,Democrat,Neither positive nor negative,No,No,No,Yes
766,conservative,small government,low tax,sellouts,R_2V7NkfWkCg8jwRd,Democrat,A little negative,No,No,Yes,No
767,conservative,regressive,don't know,don't know,R_2DYToN03XIIpqeK,Democrat,A little negative,No,No,No,No
768,male,rich,old,traditional,R_Xjtl7NitumgCtMJ,Democrat,A little negative,No,No,No,Yes
769,backwards,biased,rich,unfair,R_9ZiwyMOajTkXcNf,Democrat,Very negative,Yes,Yes,No,No
770,smart,older,white,successful,R_12sUZH0CDgJINpZ,Independent,Neither positive nor negative,No,No,No,Yes
771,conservative,right wing,fascist,moral majority,R_2wFaKBbTWdcytic,Democrat,Very negative,Yes,No,Yes,Yes
772,old,cheap,prejudice,anti immigrant,R_6rR6Zu0K5qR1dsx,Democrat,Very negative,Yes,Yes,Yes,Yes
773,conservative,christian,moral,decent,R_2VxwF7LPJ9taiNy,Republican,A little positive,No,Yes,No,No
774,rich,fed up,middle class,christian,R_2Vdushecv1vb407,Independent,Neither positive nor negative,No,No,No,Yes
775,stupid,closed minded,conservative,religious,R_33ptwEI6XxIF6XU,Democrat,Very negative,Yes,Yes,No,No
776,crazy,opinionated,pro-life,christian,R_1E5si7nr9iIRPIy,Democrat,A little negative,No,Yes,Yes,Yes
777,prejudiced,fanatical,religious,crazy,R_1HkRtzhBJlMXfAZ,Democrat,Very negative,Yes,Yes,No,No
778,conservative,rational,different,minority,R_1hWsNb7M9IPFuOZ,Independent,Neither positive nor negative,No,No,No,No
779,fake,stuck up,greedy,self centered,R_0ooqDSqghoGkUlL,Democrat,Very negative,Yes,Yes,No,No
780,opinionated,ridiculous,outrageous,outspoken,R_2WuwkmG97BWGFIZ,Democrat,Very negative,Yes,Yes,No,No
781,staunch,strict,conservative,government,R_2BljwoiOd6Fv8sl,Independent,Neither positive nor negative,No,No,Yes,No
782,traditional,conservative,frugal,prude,R_24kEl6Bkob7v4lq,Independent,Neither positive nor negative,No,Yes,No,No
783,rational,protective,angry,self righteous,R_1I4PfSNWRhsIFCV,Democrat,A little negative,No,Yes,No,No
784,bible,wrong,closed,stupid,R_u3S1ovTn6UHusJX,Democrat,Very negative,Yes,Yes,No,No
785,guns,boots,evil,christian,R_1ladAtViEdR3dFO,Democrat,Very negative,Yes,No,No,No
786,open-minded,not smart,ignorant,box thinking,R_5coTUJhV4qWKeQh,Democrat,Very negative,Yes,Yes,No,No
787,old,rich,prudes,close-minded,R_XMpNdVFJqTAeQaB,Democrat,Very negative,Yes,Yes,No,Yes
788,unprogressive,unintelligent,prejudiced,conservative,R_3Dhi4mirPe3x4gz,Democrat,Very negative,Yes,Yes,No,No
789,conservative,greedy,white,judgmental,R_55cET8XmcEsYg5f,Democrat,Very negative,Yes,Yes,No,Yes
790,conservative,evangelical,racist,chauvinistic,R_bE0vvMsI5VAwMBX,Democrat,Very negative,Yes,Yes,No,Yes
791,rich,money,conservative,men,R_SJZ2qcI0NKZbbtD,Democrat,A little negative,No,No,No,Yes
792,pro-life,conservative,hard working,patriotic,R_O36nDi6CNklj2s9,Republican,A little positive,No,Yes,Yes,No
793,conservative,patriotic,loyal,honest,R_OroCIOn4wN9tCdb,Republican,A little positive,No,Yes,No,No
794,tight,hypocritical,snobby,greedy,R_3QYjIpjivEaEvIZ,Democrat,Very negative,Yes,Yes,No,No
795,blind,sheep,death,fake,R_3hAVY2N2AqCCgSs,Democrat,Very negative,Yes,Yes,No,No
796,rich,responsible,older,conservative,R_272r5l2KADKgTUp,Independent,Neither positive nor negative,No,No,No,Yes
797,conservative,common sense,values,sensible,R_1eIFkc6C88txjdl,Republican,A little positive,No,Yes,No,No
798,conservatives,whites,nra,supporters of trump,R_3rFWIehzvBGuVcY,Democrat,A little negative,No,No,Yes,Yes
799,conservative,old,white,male,R_2DM2jAo7JvhnwMx,Democrat,Very negative,Yes,No,No,Yes
800,idiot,rich,conservative,bigot,R_31hoR3CxwjnmQ6r,Democrat,Very negative,Yes,Yes,No,No
801,religious,southern,wealthy,ignorant,R_3pf17yxkygS8f3c,Democrat,Very negative,Yes,Yes,No,Yes
802,conservative,libertarian,capitalists,white,R_1CCOX8IQ5J2I9h8,Independent,Neither,No,No,Yes,Yes
803,rich,christian,south,white,R_3sAmzLepClV9E9Q,Democrat,A little negative,No,No,No,Yes
804,conservative,intelligent,religious,hard working,R_3OdjlaZ48Xazmm8,Republican,A little positive,No,Yes,No,No
805,greedy,immature,racist,capitalist,R_2QWYGyDZ9Vgw7Fp,Democrat,Very negative,Yes,Yes,Yes,Yes
806,older,white,traditional,pro-life,R_33BXfOgORURwLoH,Democrat,A little negative,No,No,Yes,Yes
807,worthy,honest,respectful,polite,R_1DCNeSemIsskO0W,Republican,Very positive,No,Yes,No,No
808,conservative,deceitful,less taxes,rich,R_1KjLJpAS9fpo5Mx,Democrat,Very negative,Yes,Yes,Yes,No
809,conservative,judgmental,wealthy,religious,R_3nPFmekKrvrScLE,Democrat,A little negative,No,Yes,No,Yes
810,change,jobs,better pay,better economics,R_1gnWxSKOsplYOm4,Republican,A little positive,No,No,Yes,No
811,believe,faith,peace,common,R_1EjjLYroxsR5qTp,Independent,A little positive,No,No,No,No
812,caucasian,ignorant,belligerent,cowards,R_1ri8DYigNx1WSDW,Democrat,Very negative,Yes,Yes,No,Yes
813,rigid,religious,unforgiving,liars,R_0Ti8MpZRQw8MIpj,Democrat,Very negative,Yes,Yes,No,No
814,minorities,population,movement,supporting,R_1QN2HJ8ITrxOhzR,Independent,Neither positive nor negative,No,No,No,Yes
815,conservative,old fashioned,restrictive,influential,R_240BqVCdQQj5r3O,Democrat,A little negative,No,No,No,No
816,white,ignorant,greedy,selfish,R_1LiJTLVmbjs5GZr,Democrat,Very negative,Yes,Yes,No,Yes
817,greedy,rich,extremist,conservator,R_2qeKNW5kF6ZeXO4,Democrat,Very negative,Yes,Yes,No,No
818,conservative,white,southern,rich,R_3oHgOEsi2ih5ZLj,Democrat,A little negative,Yes,No,No,Yes
819,bigoted,unrealistic,selfish,religious,R_8APnqSCnlvJaChX,Democrat,Very negative,Yes,Yes,No,No
820,conservative,pro-business,close-minded,religious,R_1Klt9BLSCGsvsps,Democrat,A little negative,Yes,Yes,No,Yes
821,good,ethical,freedom,technical,R_2TTPufEec0fdvXH,Republican,A little positive,No,Yes,No,No
822,arrogant,smart,bright,loud,R_1n18XbRb80ahZNU,Democrat,Neither positive nor negative,No,Yes,No,No
823,trump,blue,fat animal,violent,R_31MWIleVElCilax,Democrat,Very negative,Yes,No,No,No
824,informed,anti slavery,educated,attention,R_OPZEcUG4XqTznJT,Republican,A little positive,No,Yes,No,No
825,conservative,religious,frugal,honest,R_1pYf58vIlTFwf6a,Republican,A little positive,No,Yes,No,No
826,angry,old,white,male,R_3k0rBekgQ2kNnBP,Democrat,Very negative,Yes,No,No,Yes
827,southerners,retired,conservative,educated,R_1OGMG0MkdusmrO6,Independent,Neither positive nor negative,No,No,No,Yes
828,cold,smart,mean,uncaring,R_Ow085Y67jw4bQqd,Democrat,Very negative,Yes,Yes,No,No
829,conservative,close-minded,anti abortion,rich,R_3KoqWgnBRBEsQY6,Democrat,Very negative,Yes,Yes,Yes,No
830,nasty,hate filled,selfish,ignorant,R_3P61XEH6bn4JNfW,Democrat,Very negative,Yes,Yes,No,No
831,afraid,misled,religious,greedy,R_d1flzZv9a1uyCcR,Democrat,Very negative,Yes,Yes,No,No
832,white,male,older,conservative,R_330V8EG61SWip3K,Democrat,A little negative,No,No,No,Yes
833,greedy,liars,rich,bigot,R_yDV9VkGLji1GXvz,Democrat,Very negative,Yes,Yes,No,No
834,redneck,power hungry,bigoted,homophobic,R_1rHSdM0WduV0rDD,Democrat,Very negative,Yes,Yes,No,Yes
835,conservative,rich,ignorant,biased,R_3JIN2hljxgGIvjg,Democrat,Very negative,Yes,Yes,No,No
836,conservative,loyal,moral,kind,R_3PFDyMHyjjipsK5,Republican,Very positive,No,Yes,No,No
837,rich,ignorant,prejudiced,hateful,R_eLNFKW7jwBTJPeV,Democrat,Very negative,Yes,Yes,No,No
838,conservative,closed minded,religious,warmonger,R_1g5yz2Rb1N9jGEl,Democrat,Very negative,Yes,Yes,Yes,No
839,conservative,religious,caring,pro-life,R_stFfMMZI7XRHijn,Republican,A little positive,No,No,Yes,No
840,agenda,money wise,conservative,confused,R_2PoHN11dyXV7D4C,Democrat,A little negative,No,No,Yes,No
841,macho,religious,businessmen,conservative,R_sRp8BLf2HOGTbvX,Democrat,Neither positive nor negative,No,Yes,No,No
842,angry,closed minded,bigoted,aggressive,R_31nQmaRXziyhgXk,Democrat,Very negative,Yes,Yes,No,No
843,strong,trustful,reliable,honest,R_2xPmpAaifFjpk8g,Republican,Very positive,No,Yes,No,No
844,conservative,illogical,capitalists,unfair,R_25LUjp2xnAf23SZ,Democrat,Very negative,Yes,No,Yes,No
845,rich,government,big,minority,R_10ZVwyHOa4muoZ4,Democrat,A little negative,No,No,Yes,Yes
846,rich,caucasians,klan members,tea party,R_Thc0qXxk9tmx0hX,Democrat,Very negative,Yes,No,No,Yes
847,conservative,old,backwards,repressive,R_1JWKkXdm4NQDlrC,Democrat,Very negative,Yes,No,No,No
848,hateful,racist,snobbish,angry,R_1CJ8hDJvYh6iR49,Democrat,Very negative,Yes,Yes,No,No
849,old,religious,angry,swayed,R_3Cvizd48GtRrdw5,Democrat,Very negative,Yes,Yes,No,No
850,smart,responsible,freedom,wise,R_QbPfHEAOFiTmscV,Republican,A little positive,No,Yes,No,No
851,conservative,selfish,freedom,values,R_3nTr7NgjfKvYpex,Democrat,A little negative,No,Yes,No,No
852,wealthy,christian,close-minded,white,R_1LegnlHDDfF7okK,Democrat,Very negative,Yes,No,No,Yes
853,jackasses,clowns,idiots,fools,R_1jdkTE3usmMVPBd,Democrat,Very negative,Yes,Yes,No,No
854,close-minded,conservative,tunnel vision,self centered,R_xzQtqUVn7Jwqs8x,Democrat,Very negative,Yes,Yes,No,No
855,conservative,old,money,hidden agenda,R_1C1GN5KGtP9qgCP,Democrat,A little negative,Yes,No,No,No
856,religious,white,well off,conservative,R_3G7lD2tGxMtYX0i,Democrat,Neither positive nor negative,No,No,No,Yes
857,rigid,unfair,uneducated,restrictive,R_2ckNBGUXt6szvAo,Democrat,Very negative,Yes,Yes,Yes,No
858,rich,dishonest,evil,conceited,R_3JJkFtbB8ZOcckH,Democrat,Very negative,Yes,Yes,No,No
859,narrow minded,selfish,xenophobic,nationalistic,R_2wh2eRfBdldXOW0,Democrat,Very negative,Yes,Yes,No,Yes
860,stingy,one sided,rude,cheap,R_3lAepLa0igQMGSh,Democrat,Very negative,Yes,Yes,No,No
861,conservative,rude,traditional,ignorant,R_3qPulL1wAHU9onq,Democrat,Very negative,Yes,Yes,No,No
862,conservative,christian,soft,wavering,R_2qC1Nzke9xIimG8,Independent,A little negative,No,No,No,Yes
863,conservative,normal,elephant,regular,R_1Qgb0EQXOoIZAOd,Independent,Neither positive nor negative,No,No,No,Yes
864,conservative,traditional,racist,mean,R_Bzz5jmWLmQKhlBL,Democrat,Very negative,Yes,Yes,No,No
865,fair,honest,orderly,money,R_2xKSqno43seHYyO,Independent,A little positive,No,Yes,No,No
866,conservative,competitive,strong,right,R_1DvfAysH2ayJeXA,Independent,Neither positive nor negative,No,No,No,No
867,elephant,honest,contemporary,tradition,R_usPazB9MGGV9arn,Independent,A little positive,No,Yes,No,No
868,crazy,conservative,cold hearted,strong,R_1pt9CoWSOyITU6L,Democrat,Very negative,Yes,Yes,No,No
869,conservative,christian,calm,wealthy,R_40fTkcZyNj6nHtn,Independent,Neither positive nor negative,No,No,No,Yes
870,conservative,male,religious,uneducated,R_3gYnKht22Mxjcpy,Democrat,A little negative,No,No,No,Yes
871,watchful,careful,conservative,misguided,R_2U9mItizEz1TeDB,Democrat,A little negative,No,Yes,No,No
872,corporate,greedy,rich,arrogant,R_24P2isOPbZo6WeZ,Democrat,Very negative,Yes,Yes,No,Yes
873,old,conservative,close-minded,bigots,R_1EduAI0gRBJcaLo,Democrat,Very negative,Yes,Yes,No,No
874,older,conservative,white,male,R_3P6MXigGycStffX,Democrat,A little negative,No,No,No,Yes
875,ignorant,simple,hawks,conservative,R_3koGEi0blorRxy1,Democrat,Very negative,Yes,Yes,Yes,No
876,pro-gunners,conservatives,christians,veterans,R_C7GlP5Qtd023xx7,Independent,Neither positive nor negative,No,No,Yes,Yes
877,crazy,insane,weird,stupid,R_Tjt0fnZ5gGjL5hD,Democrat,Very negative,Yes,Yes,No,No
878,conservative,pro-life,freedom,patriotic,R_29nZ9d4xRZUAa5m,Republican,A little positive,No,No,Yes,No
879,guarded,experienced,merit based,entrepreneurial,R_1FezxwDXp1HEtl0,Independent,A little positive,No,Yes,No,No
880,religious,rural,humble,hard working,R_3rPyEAYWcOq8KdE,Independent,A little positive,No,Yes,No,Yes
881,bigots,reactionary,fearful,misguided,R_20OmsGQrwZBhgIP,Democrat,Very negative,Yes,Yes,No,No
882,unintelligent,greedy,mean,rude,R_1hQBBrZfqg9Pqbb,Democrat,Very negative,Yes,Yes,No,No
883,fat,dumb,uneducated,foolish,R_12A1dJ65cWNEJN0,Democrat,Very negative,Yes,Yes,No,No
884,angry,opportunists,regressive,uneducated,R_2SDKfdBu3XpkegF,Democrat,Very negative,Yes,Yes,No,No
885,conservative,southern,uneducated,traditional,R_2wGZbk47lK1gW3S,Democrat,A little negative,No,No,No,Yes
886,gun owner,religious,white,old,R_3qUljm4D0NbwwYu,Democrat,A little negative,No,No,No,Yes
887,conservative,religious,narrow,midwestern,R_SOC5HDLHAH1040h,Democrat,A little negative,No,No,No,Yes
888,bigots,selfish,unwavering,violent,R_2Yoo4bHNOBBk5Eg,Democrat,Very negative,Yes,Yes,No,No
889,conservative,opinionated,loud,bullies,R_DpK0r6tBVokoDLj,Democrat,Very negative,Yes,Yes,No,No
890,ignorant,xenophobic,selfish,combative,R_3s1yfedQQxPH9N1,Democrat,Very negative,Yes,Yes,No,No
891,conservative,wealthy,corrupt,egotistical,R_dor5zUDIlw3eMrr,Democrat,Very negative,Yes,Yes,No,No
892,rich,white,privileged,selfish,R_1OxIRD7jxv6VM2f,Democrat,Very negative,Yes,Yes,No,Yes
893,free,conservative,less government,less spending,R_1IcpomP2Wemygv1,Republican,A little positive,No,No,Yes,No
894,guns,military,conservative,religious,R_8odDE40HIy8fB61,Democrat,Neither positive nor negative,No,No,Yes,Yes
895,upper class,conservative,christians,liars,R_1FnxLXYQOZW88gf,Democrat,Very negative,Yes,Yes,No,Yes
896,wealthy,independent,christian,business savvy,R_2ZPsIVNLCMKjiiF,Independent,A little positive,No,No,No,Yes
897,guns,do it yourself,militant,trump supporters,R_21tYZ3DCcBV7CGu,Democrat,Very negative,Yes,No,Yes,Yes
898,cool,hip,old,tough,R_3GwZ2Dm7tjQmd6H,Independent,Neither positive nor negative,No,Yes,No,No
899,conservative,older,white,male,R_3dFUluzMd0EApbd,Democrat,A little negative,No,No,No,Yes
900,smart,strong,truthful,kind,R_21AGXOvRbU3Kyy7,Republican,Very positive,No,Yes,No,No
901,conservative,male,white,old,R_1F5tz7aAOzepemM,Democrat,A little negative,No,No,No,Yes
902,conservative,wealthy,selfish,religious,R_w4vrMMbNuoP7vbP,Democrat,Very negative,Yes,Yes,No,Yes
903,greedy,selfish,uneducated,bigoted,R_2w781fGZersAfNL,Democrat,Very negative,Yes,Yes,No,No
904,conservative,radical,budget conscious,calm,R_1IT2rPSpFDdRMO8,Independent,Neither positive nor negative,No,Yes,Yes,No
905,capitalist,wealthy,conservative,greedy,R_3w9DKVfVXxYsuIN,Democrat,Very negative,Yes,Yes,Yes,No
906,conservatives,good old' boys,strict christians,hypocrites,R_2v2Cc9esyvMDWti,Democrat,Very negative,Yes,Yes,No,Yes
907,conservative,white,rich,stubborn,R_1n0zAhhfh2REWCf,Democrat,A little negative,Yes,Yes,No,Yes
908,rich,wealthy,male,business,R_yqLf3tPGJxNsHOV,Democrat,A little negative,No,No,No,Yes
909,smart,strong,faithful,worldly,R_2zcqqMQqJcnSMD0,Independent,A little positive,No,Yes,No,No
910,well off,conservative,business minded,knowledgeable,R_BPLYBrJqG85xAkx,Independent,A little positive,No,No,No,No
911,"""christian""",rich,conservative,unaccepting,R_1OwpmhDVcnQtBNf,Democrat,Very negative,Yes,No,No,Yes
912,dumb,radical,mean,racist,R_XtsX3Y4CghHGo2R,Democrat,Very negative,Yes,Yes,No,Yes
913,conservative,faithful,decent,caring,R_2313NfVuXXTkE9U,Republican,Very positive,No,Yes,No,No
914,selfish,ignorant,careless,crazy,R_ZsGPAQ1LPNKQWJz,Democrat,Very negative,Yes,Yes,No,No
915,standards,fairness,focused,helpful,R_2uQcxO0pvzDJoMt,Independent,A little positive,No,Yes,No,No
916,mean,unintelligent,hateful,bigots,R_4JjNWhIDZqbWwed,Democrat,Very negative,Yes,Yes,No,No
917,conservative,religious,wealthy,uninformed,R_2dyzrav9lgSTetl,Democrat,Very negative,Yes,No,No,No
918,dishonest,stubborn,liars,out for themselves only,R_2AEwNa7whpbJ2W5,Democrat,Very negative,Yes,Yes,No,No
919,crazy,rude,racist,conservative,R_2xYuIE0FIEr58Yz,Democrat,Very negative,Yes,Yes,No,Yes
920,old,conservative,greedy,wealthy,R_tMQVJ2EQjKOo53z,Democrat,Very negative,Yes,Yes,No,No
921,old,white,annoying,stupid,R_2D6MLa90NYYuIzh,Democrat,Very negative,Yes,Yes,No,Yes
922,old,angry,simplistic,religious,R_2Ehr6v2solU3gwk,Democrat,Very negative,Yes,Yes,No,No
923,hypocrites,fake conservatives,weak,liars,R_2YxkjzKCYNoFiwD,Democrat,Very negative,Yes,Yes,No,No
924,stubborn,biased,candidates,trump,R_3iwKPHNzZ8QVTPj,Democrat,Very negative,No,Yes,No,No
925,rich,conservative,business,stern,R_3h3LhZI6wBvx2BP,Democrat,Neither positive nor negative,No,No,No,No
926,fair,local,headstrong,realist,R_1LGWMynTrs3JuW9,Independent,A little positive,No,Yes,No,No
927,strict,religious,older,wealthier,R_1pyyyw70o1gDuAZ,Democrat,A little negative,No,No,No,Yes
928,cool,hip,smart,collected,R_1OqrLAm0HVk0Tme,Independent,Very positive,No,Yes,No,No
929,rich,white,conservative,old,R_54KGglH5nqe5Vbb,Democrat,Very negative,Yes,No,No,Yes
930,miserly,nativist,free market,nationalist,R_2wKuGJrIIgAGFv8,Democrat,A little negative,Yes,Yes,Yes,Yes
931,myopic,aggressive,argumentative,disagreeable,R_XjQPpEkASotizVT,Democrat,Very negative,Yes,Yes,No,No
932,rich,greedy,stubborn,selfish,R_1qW1Fnk627a6RB2,Democrat,Very negative,Yes,Yes,No,No
933,aggressive,idiot,irresponsible,formidable,R_211bk0RntWHoFBA,Democrat,Very negative,Yes,Yes,No,No
934,rich,white,conservative,traditional,R_3dJJHETnGbm4Tna,Democrat,A little negative,No,No,No,Yes
935,just,hardworking,ethical,religious,R_1r0kY7HLzRjVrcB,Republican,A little positive,No,Yes,No,No
936,old,conservative,racist,greedy,R_2e3V1TBATO2RXhb,Democrat,Very negative,Yes,Yes,No,Yes
937,old fashioned,prejudiced,selfish,afraid,R_238DqvAOuUpajt3,Democrat,Very negative,Yes,Yes,No,No
938,small federal government,anti abortion,conservative,free enterprise,R_3KC5rzoZFwtwxn4,Independent,Neither positive nor negative,No,No,Yes,No
939,closeminded,hardworking,taxpayer,religious,R_3fvEfyAeItL92SQ,Independent,Neither positive nor negative,No,Yes,No,No
940,conservative,wealthy,ambitious,intelligent,R_2CUipW5JPIDkVgR,Independent,A little positive,No,Yes,No,No
941,conservative,rednecks,inclusive,rigid,R_3p5tBUFkOVsitO6,Democrat,A little negative,No,Yes,No,Yes
942,old,intolerant,religious,white,R_11bUZGa8VyjcR7a,Democrat,Very negative,Yes,No,No,Yes
943,judgmental,stubborn,delusional,rude,R_1QzLDD83c1haNSd,Democrat,Very negative,Yes,Yes,No,No
944,rural,white,conservative,wealthy,R_7PXAYZ54E98IWe5,Democrat,A little negative,No,No,No,Yes
945,greedy,indulgent,self absorbed,indifferent,R_2PApSiRiJKUrXwN,Democrat,Very negative,Yes,Yes,No,No
946,elephant,religious,gun,taxes,R_2OUf8GfyvhtVaYg,Democrat,Neither positive nor negative,No,No,Yes,No
947,idiots,uninformed,church goers,conservatives,R_1owliOuKnNnAP5I,Democrat,Very negative,Yes,Yes,No,Yes
948,affluent,constitution loving,privileged,conservative,R_2PuKvw47qPsAWrO,Independent,Neither positive nor negative,No,No,Yes,No
949,old,religious,narrow thinking,selfish,R_2zkjtuXJWCHoLJy,Democrat,Very negative,Yes,Yes,No,No
950,conservative,frugal,independent,strong,R_2zCpIeEwIadrE2V,Republican,A little positive,No,Yes,No,No
951,poor,hard working,white,seniors,R_27vZ7qjMyNAbP1e,Independent,Neither positive nor negative,No,No,No,Yes
952,stuck up,close-minded,followers,uneducated,R_QibhI5J5OUCzHm9,Democrat,Very negative,Yes,Yes,No,No
953,conservative,house,christian,family,R_080EZUbpj196Q49,Independent,Neither positive nor negative,No,No,No,Yes
954,old people,southerners,corporate,conventional,R_1NsIWAExgPsQg0X,Democrat,A little negative,No,No,No,Yes
955,conservative,rightwing,obstructionist,divided,R_2aykOJDlVjo1e2e,Democrat,Very negative,Yes,No,Yes,No
956,white,rich,aggressive,gullible,R_bpdOcTRWNdnkI4V,Democrat,Very negative,Yes,Yes,No,Yes
957,careful,conservative,tactful,ethical,R_5tCmA2W1eofvdlf,Independent,A little positive,No,Yes,No,No
958,conservative,religious,pro-lifer,capitalist,R_2zuvIZxuu0cSoZl,Independent,Neither positive nor negative,No,No,Yes,No
959,cold,racist,evil,wicked,R_3CNRk6cO14IIW6S,Democrat,Very negative,Yes,Yes,No,No
960,secretive,rich,pious,boring,R_3RryCGUhqzx6HsG,Democrat,A little negative,No,Yes,No,No
961,blah,idiots,racist,rude,R_3JlujXwG2knJfPc,Democrat,Very negative,Yes,Yes,No,No
962,rich,selfish,greedy,untrustworthy,R_2rTlP2JrAxZfjuN,Democrat,Very negative,Yes,Yes,No,No
963,new,right,stubborn,caring,R_2TNvXNb64bm2o0F,Independent,neither positive nor negative,no,yes,no,no
964,people,white,black,usa,R_OHcX7jweiHpkWm5,Independent,Neither positive nor negative,No,No,No,Yes
965,moderate,conservative,thinking,literate,R_0IAikYTUb6yFtsZ,Independent,A little positive,No,No,No,No
966,conservative,moral,reserved,smart,R_27vv9bqeGFXABQY,Independent,A little positive,No,Yes,No,No
967,conservative,business,rich,money,R_1Aqzaz5WTVZbMD7,Democrat,A little negative,No,No,No,Yes
968,conservative,american,usa,loyal,R_3mkpDxWhHo7SkXF,Independent,Neither positive nor negative,No,No,No,Yes
969,white,close-minded,older,mean,R_3CJh0LJ9UO0WzB2,Democrat,Very negative,Yes,Yes,No,Yes
970,bigot,chauvinist,old,white,R_10ufbjHp6hervcJ,Democrat,Very negative,Yes,Yes,No,Yes
971,grey,money,suit,exclusive,R_2SDGtmR9rO1JhMe,Democrat,A little negative,No,No,No,Yes
972,rich,conservative,powerful,snooty,R_2o7Pn0YObORvbKF,Democrat,Very negative,Yes,Yes,No,No
973,bigoted,rich,southern,white,R_3ekpROlbWQaUvB1,Democrat,Very negative,Yes,Yes,No,Yes
974,conservative,rural,white,men,R_3ReYnx69IgEzPIJ,Democrat,A little negative,No,No,No,Yes
975,money hungry,pompous,conservative,angry,R_331oACwvBdZqzxp,Democrat,Very negative,Yes,Yes,No,No
976,selfish,racist,self serving,stubborn,R_33xtAubZsYFktas,Democrat,Very negative,Yes,Yes,No,No
977,conservative,old fashion,tough,bigot,R_2aLBqpspHsYk5c0,Democrat,Very negative,Yes,Yes,No,No
978,conservative,intelligent,family oriented,upper class,R_2rGFSnA0v1Woo0k,Republican,A little positive,No,Yes,No,No
979,conservative,opinionated,outspoken,concerned,R_ZKmakNi5mofARfb,Independent,Neither positive nor negative,No,Yes,No,No
980,old fashioned,conservative,intolerant,traditional,R_Rqw5RqQug94RTwZ,Democrat,A little negative,Yes,No,No,No
981,stupid,rednecks,racist,greedy,R_psIPtwqmLWQ3P7H,Democrat,Very negative,Yes,Yes,No,Yes
982,elderly,rich,greedy,bigoted,R_2QytgtOwRJ8SNCh,Democrat,Very negative,Yes,Yes,No,No
983,conservative,bush,money,old,R_2Vgvfa1V9LOaxcP,Democrat,Neither positive nor negative,No,No,No,Yes
984,conservative,fiscally responsible,pro-life,pro-business,R_3O2NjO0yXfdV1o7,Republican,A little positive,No,No,Yes,No
985,hard,conservative,mean,clean,R_1f7U7wQNYNcMMfb,Democrat,A little negative,Yes,Yes,No,No
986,conservative,religious,wealthy,angry,R_3Jw5sh6xvcjAGWu,Democrat,A little negative,Yes,No,No,No
987,disciplined,quiet,kind,strong,R_1n75DJ0EhkBWNHz,Independent,A little positive,No,Yes,No,No
988,conservative,right wing,religious,reactionary,R_273tHH2nt3uBFw5,Democrat,A little negative,Yes,No,No,No
989,business,profit,conservative,bribes,R_2DN5FiAaY1E70uB,Democrat,Very negative,Yes,Yes,Yes,No
990,narcissist,unfaithful,cruel,ignorant,R_32J9RjoPVcsIySs,Democrat,Very negative,Yes,Yes,No,No
991,clowns,elephant,unfair,circus,R_30oXHzgWQtzox1V,Democrat,Very negative,Yes,Yes,No,Yes
