caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_2AZSnKXd0E0fXIm,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are female. Financially, you are upper-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, compassionate, tolerant, socialist",No,Progressive,compassionate,tolerant,socialist,Republican,A little negative,No,Yes,Yes,No
R_3KJjHmfH1OixvcG,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Open-Minded, Tolerant, Critical",No,Progressive,Open-Minded,Tolerant,Critical,Independent,A little positive,No,Yes,No,No
R_22squZZpgKT9zAI,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Activists,No,Liberal,Progressives,Activists,NONE,Republican,A little negative,No,No,No,No
R_1o6Yh4sRz2CR9VW,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Socially Progressive,No,Liberal,Socially,Progressive,NONE,Independent,Neither positive nor negative,No,No,No,No
R_1i98PXJp5tjWNGp,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially Conscious, Empathetic, Open-Minded.",No,Progressive,Socially,Conscious,Empathetic,Democrat,Very positive,No,Yes,No,No
R_1hS7AAS10OyO5fI,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Affluent Progressives Socially,No,Affluent,Progressives,Socially,NONE,Independent,Neither positive nor negative,No,No,No,No
R_2vjC4SNGIbvbLco,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Emotional, Idealistic, Relaxed",No,Progressive,Emotional,Idealistic,Relaxed,Independent,Neither,No,Yes,No,No
R_Zk3EPinVwxpPTWh,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Socially Progressive,No,Liberal,Socially,Progressive,NONE,Independent,Neither,No,No,No,No
R_bCKIOengzo7bGbD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are male. Financially, you are very poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, social",No,Progressive,liberal,social,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_3rHSsxYgpVu8Lzv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive Socially Conscious,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
R_1F2kXNBuxI0y2JR,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a weak Republican. You are female. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Activists,No,Liberal,Progressives,Activists,NONE,Republican,Neither positive nor negative,No,No,No,No
R_2zvjjtUN2DZnlbh,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive socially inclined,No,Progressive,socially,inclined,NONE,Independent,Neither positive nor negative,No,No,No,No
R_3houlG9hdhkKGZm,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Social,No,Liberal,Progressive,Social,NONE,Independent,Neither,No,No,Yes,No
R_r0Adip4y17jrauJ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Socially Progressive,No,Liberal,Socially,Progressive,NONE,Independent,Neither positive nor negative,No,No,No,No
R_pE3xYJKGwHyi5JD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially Liberal",No,Progressive,Socially,Liberal,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_e2RVDSJ8TAW18qx,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. Racially, you are Hispanic. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Leftist, Activist",No,Progressive,Liberal,Leftist,Activist,Independent,Neither positive nor negative,No,No,No,No
R_2wQWiN1c1OEAMHw,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Socialists,No,Liberal,Progressives,Socialists,NONE,Republican,A little negative,Yes,No,Yes,No
R_3GdNRLYWM23Dl29,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are female. Financially, you are upper-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Librally. Open-minded. Tolerant.,No,Progressive,Librally,Open-minded,Tolerant,Democrat,A little positive,No,Yes,No,No
R_12rGILZJRaNzgJ4,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Open-Minded, Tolerant, Empathetic",No,Progressive,Open-Minded,Tolerant,Empathetic,Democrat,Very positive,No,Yes,No,No
R_NW8K3hIWkOa05wt,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive Leftist Pro-Choice,No,Progressive,Leftist,Pro-Choice,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_2Pj9LnPFvFYXTlY,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, open-minded, tolerant, liberal.",No,Progressive,open-minded,tolerant,liberal,Democrat,A little positive,No,Yes,No,No
R_3nrt27Kk2zTCDap,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, social, democratic",No,Progressive,liberal,social,democratic,Independent,Neither positive nor negative,No,No,Yes,No
R_1jxp0UgoH32S8qs,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, cosmopolitan, liberal, compassionate.",No,Progressive,cosmopolitan,liberal,compassionate,Democrat,A little positive,No,No,No,No
R_1LwjODZGlTX53bB,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are female. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Activist,No,Liberal,Progressives,Activist,NONE,Independent,Neither,No,No,No,No
R_2EtuQ2kL5pakZrW,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Left,No,Liberal,Progressive,Socialist,Left,Republican,A little negative,Yes,No,Yes,No
R_3JtkJkGX8jPEN4V,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially Conscious, Educated, Activist",No,Progressive,Socially,Conscious,Educated,Democrat,A little positive,No,No,No,No
R_4GXBZIrQGNpVnoh,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are female. Financially, you are very poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, open-minded, compassionate, liberal.",No,Progressive,open-minded,compassionate,liberal,Democrat,A little positive,No,Yes,No,No
R_3DjvmO36vAakGpn,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Sane Social,No,Liberal,Progressive,Sane,Social,Independent,A little positive,No,No,Yes,No
R_2SiDLxpu3C8fynS,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, progressive, socialist, activist",No,Liberal,progressive,socialist,activist,Republican,Neither positive nor negative,No,No,Yes,No
R_yKfCVlTIrNgeLux,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Open-Minded,No,Liberal,Progressive,Open-Minded,NONE,Independent,A little positive,No,No,No,No
R_1mKtzeMrhHpluaQ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Socially Aware,No,Liberal,Socially,Aware,NONE,Independent,Neither positive nor negative,No,No,No,No
R_2AR63LFGyhf3XqO,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive Social Justice Activist,No,Progressive,Social,Justice,Activist,Independent,A little positive,No,No,No,No
R_1lbrLmv1KLFjIy9,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Idealist Environmentalist,No,Liberal,Progressive,Idealist,Environmentalist,Independent,A little positive,No,No,Yes,No
R_21yTPsAyjMpPJvM,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Open Minded Progressive,No,Liberal,Open,Minded,Progressive,Independent,A little positive,No,No,No,No
R_1FfHJTjhqv05Y10,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Liberal. Leftist. Socialist,No,Progressive,Liberal,Leftist,Socialist,Republican,A little negative,Yes,No,Yes,No
R_9Qzq8rW9GEYpYL7,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Activists,No,Liberal,Progressives,Activists,NONE,Republican,Neither positive nor negative,No,No,No,No
R_3ldMyGewOoYe1Lr,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Tree Hugger Left,No,Liberal,Tree,Hugger,Left,Republican,A little negative,No,No,No,No
R_1EZrqEyjXQrHMDC,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressive. Activist. Open-minded,No,Liberal,Progressive,Activist,Open-minded,Democrat,A little positive,No,No,No,No
R_u9OBFPoPZ0YLXGN,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Forward, Thinking",No,Progressive,Liberal,Forward,Thinking,Democrat,A little positive,No,No,No,No
R_Rnuhtk2WlJ0LhN7,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Liberal. Tolerant. Idealistic.,No,Progressive,Liberal,Tolerant,Idealistic,Independent,A little positive,No,No,No,No
R_3E9XXMMwzPxQHyY,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Open-Minded",No,Progressive,Liberal,Open-Minded,NONE,Independent,A little positive,No,No,No,No
R_eEYlbSZBBUdjOY9,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Left-leaning, progressive, liberal, compassionate",No,left-leaning,progressive,liberal,compassionate,Independent,A little positive,No,Yes,No,No
R_3lyv7EphwGLeqxW,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Left-Wing,No,Liberal,Progressive,Left,Wing,Independent,Neither positive nor negative,No,No,No,No
R_rpQ2WBEbQj5Paq5,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, open-minded, liberal",No,Progressive,open-minded,liberal,NONE,Independent,A little positive,No,Yes,No,No
R_3Orjj4VkmQLnKi3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are male. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, tolerant",No,Progressive,liberal,tolerant,NONE,Independent,A little positive,No,No,No,No
R_3mm0xhRKXi0A5NL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive Liberal Socialist Idealist,No,Progressive,Liberal,Socialist,Idealist,Republican,A little negative,Yes,No,Yes,No
R_2OGx3xFza8QUR23,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. Racially, you are Hispanic. You are male. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Progressive,No,Liberal,Progressives,Progressive,NONE,Independent,Neither positive nor negative,No,No,No,No
R_3mavRQC4IKfSALf,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressive. Open-minded. Idealistic.,No,Liberal,Progressive,Open-minded,Idealistic,Independent,A little positive,No,No,No,No
R_2Cy6TEwU3wRSI99,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressive. Idealistic. Socialist.,No,Liberal,Progressive,Idealistic,Socialist,Republican,Neither positive nor negative,No,No,Yes,No
R_zVETPi8GbwkIA4F,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Fair-minded. Compassionate. Idealistic.,No,Progressive,Fair-minded,Compassionate,Idealistic,Democrat,Very positive,No,Yes,No,No
R_1GUM5XEUe7Cbxld,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Socialist Progressive Activist,No,Liberal,Socialist,Progressive,Activist,Republican,A little negative,Yes,No,Yes,No
R_3lDEDEdnErDHzg6,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive open-minded compassionate freedom,No,Progressive,open-minded,compassionate,freedom,Democrat,Very positive,No,Yes,No,No
R_2cnCvapjrYmdOdJ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. Racially, you are Hispanic. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Activist Socialist,No,Liberal,Progressive,Activist,Socialist,Republican,A little negative,Yes,No,Yes,No
R_2tgLR842AdFxFk4,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Compassionate, Open-Minded, Caring",No,Progressive,Compassionate,Open-Minded,Caring,Democrat,Very positive,No,Yes,No,No
R_3M3j9BsFXiz2Yzw,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are very poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Progressive, Emotional, Activist",No,Liberal,Progressive,Emotional,Activist,Republican,A little negative,No,Yes,No,No
R_ROXF458NBzOuW7D,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressives. Activist. Idealistic,No,Liberal,Progressives,Activist,Idealistic,Independent,A little positive,No,No,No,No
R_ehw2b3YyxvRcM9j,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Left,No,Liberal,Progressive,Socialist,Left,Republican,A little negative,Yes,No,Yes,No
R_cIr12td65A4Xb8d,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal socialists activist,No,Liberal,socialists,activist,NONE,Republican,A little negative,Yes,No,Yes,No
R_6olAj58sgWckY6d,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are an independent. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, tolerant, open-minded, liberal.",No,Progressive,tolerant,open-minded,liberal,Independent,A little positive,No,Yes,No,No
R_3lJRGwvKjsBLyNs,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Progressive, Socialist, Activist",No,Liberal,Progressive,Socialist,Activist,Republican,A little negative,Yes,No,Yes,No
R_2Vfkbm1WoSAMpAi,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Liberal. Social. Active,No,Progressive,Liberal,Social,Active,Independent,A little positive,No,No,No,No
R_3LjRyY6OR6tye0G,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Open-minded, Empathetic, Liberal",No,Progressive,Open-minded,Empathetic,Liberal,Democrat,Very positive,No,Yes,No,No
R_vAcEf7pCtqgBvcl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you lean towards Democrats. You are female. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Activist. Liberal. Decent,No,Progressive,Activist,Liberal,Decent,Democrat,A little positive,No,Yes,No,No
R_20NbpDT2l0UW0o3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are very poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Social Justice,No,Liberal,Social,Justice,NONE,Republican,Neither positive nor negative,No,No,Yes,Yes
R_ywQLIyyMaDAMxLb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially, Open-minded, Liberal",No,Progressive,Socially,Open-minded,Liberal,Independent,A little positive,No,Yes,No,No
R_3J90xLJKBwqYABs,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Liberal. Open-minded. Activist.,No,Progressive,Liberal,Open-minded,Activist,Independent,A little positive,No,No,No,No
R_ZksuWZreAO9h2TL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Activist Strong,No,Liberal,Progressive,Activist,Strong,Democrat,A little positive,No,No,No,No
R_bKrNax08CFaShVj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Rebublicans. You are male. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Progressive, Socialist, Activist",No,Liberal,Progressive,Socialist,Activist,Republican,A little negative,Yes,No,Yes,No
R_1hEWmV3joLyVh9D,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, compassionate, voters",No,Progressive,liberal,compassionate,voters,Independent,A little positive,No,Yes,No,No
