Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
753,warm,tolerant,thinking,care,R_ZJMXXPbd7Hv9bYl,Democrat,A little positive,No,Yes,No,No
754,liberal,new york,north east,minorities,R_x414MWrM4HzPLCF,Republican,Neither positive nor negative,No,No,No,Yes
755,progressive,equal,idealistic,diverse,R_sGXeVebwDM929sB,Democrat,A little positive,No,No,No,Yes
756,smart,progressive,educated,liberal,R_vZ8yb6BJeKB4gzD,Democrat,A little positive,No,No,No,No
757,liberal,loud,progressive,hippies,R_Xvqls0pwquT2wnv,Republican,A little negative,No,No,No,Yes
758,liberal,progressive,inclusive,intelligent,R_2X6Gzg4LNNox0CZ,Democrat,Very positive,No,No,No,No
759,large government,liberal,change,redistribution,R_2bPGPZbzUegH2js,Republican,Neither positive nor negative,No,No,Yes,No
760,liberal,educated,middle class,diverse,R_8l9zPd7EZYFufE5,Independent,A little positive,No,No,No,Yes
761,left,liberal,minority,open,R_1LLGwXesWCeLX89,Independent,Neither positive nor negative,No,No,No,Yes
762,immoral,less informed,young,intractable,R_290to0uYYkR7O5s,Republican,Very negative,Yes,Yes,No,No
763,sympathetic,liberal,idealistic,charitable,R_1eWR49nzp7jsCIh,Independent,A little positive,No,Yes,No,No
764,social,brave,dependable,caring,R_21HxC61V2uEsJD7,Democrat,Very positive,No,Yes,No,No
765,liberal,socialist,everyone equal,spenders,R_1QnHVmR1TLUmhno,Republican,A little negative,Yes,No,Yes,No
766,statists,socialists,feminists,racists,R_2V7NkfWkCg8jwRd,Republican,Very negative,Yes,No,Yes,Yes
767,liberal,pretentious,ignorant,hypocrites,R_2DYToN03XIIpqeK,Republican,Very negative,Yes,Yes,No,No
768,old,uptight,condemning,rich,R_Xjtl7NitumgCtMJ,Republican,Very negative,Yes,Yes,No,No
769,progressive,open-minded,fair,kind,R_9ZiwyMOajTkXcNf,Democrat,A little positive,No,Yes,No,No
770,losers,kids,racists,poor,R_12sUZH0CDgJINpZ,Republican,Very negative,Yes,Yes,No,Yes
771,liberal,bleeding heart,socialist,leftist,R_2wFaKBbTWdcytic,Republican,Very negative,Yes,No,Yes,No
772,young,idealistic,supporting,equality,R_6rR6Zu0K5qR1dsx,Independent,A little positive,No,No,No,No
773,liar,wrong,immoral,despicable,R_2VxwF7LPJ9taiNy,Republican,Very negative,Yes,Yes,No,No
774,selfish,hand out,generational,non religious,R_2Vdushecv1vb407,Republican,Very negative,Yes,Yes,Yes,No
775,educated,progressive,caring,intelligent,R_33ptwEI6XxIF6XU,Democrat,Very positive,No,Yes,No,No
776,crazy,liberal,union labor,black,R_1E5si7nr9iIRPIy,Republican,Very negative,Yes,Yes,Yes,Yes
777,idealistic,communist,impractical,caring,R_1HkRtzhBJlMXfAZ,Republican,A little negative,Yes,No,Yes,No
778,liberal,bold,majority,reckless,R_1hWsNb7M9IPFuOZ,Republican,Very negative,Yes,Yes,No,No
779,weak,like government control,high taxes,liar,R_0ooqDSqghoGkUlL,Republican,Very negative,Yes,Yes,Yes,No
780,cheaters,liars,conniving,damaging,R_2WuwkmG97BWGFIZ,Republican,Very negative,Yes,Yes,No,No
781,liberal,weak,government,taxes,R_2BljwoiOd6Fv8sl,Republican,Very negative,No,Yes,Yes,No
782,liberal,progressive,independent,openminded,R_24kEl6Bkob7v4lq,Independent,A little positive,No,No,No,No
783,thoughtful,openminded,empathetic,intelligent,R_1I4PfSNWRhsIFCV,Democrat,Very positive,No,Yes,No,No
784,open,caring,loving,kind,R_u3S1ovTn6UHusJX,Democrat,Very positive,No,Yes,No,No
785,blue,education,liberal,politics,R_1ladAtViEdR3dFO,Independent,Neither positive nor negative,No,No,No,No
786,not smart,not out of box thinking,dumb,narrow minded,R_5coTUJhV4qWKeQh,Republican,Very negative,Yes,Yes,No,No
787,young,liberal,entitled,whiny,R_XMpNdVFJqTAeQaB,Republican,Very negative,Yes,Yes,No,Yes
788,liberal,progressive,educated,nonreligious,R_3Dhi4mirPe3x4gz,Independent,A little positive,No,No,No,No
789,liberal,critical,progressive,diverse,R_55cET8XmcEsYg5f,Independent,A little positive,No,No,No,Yes
790,liberal,progressive,activist,bleeding heart,R_bE0vvMsI5VAwMBX,Republican,A little negative,No,Yes,No,No
791,women,liberal,open,obama,R_SJZ2qcI0NKZbbtD,Independent,Neither positive nor negative,No,No,No,Yes
792,liberal,socialist,weak,lazy,R_O36nDi6CNklj2s9,Republican,Very negative,Yes,Yes,Yes,No
793,liberal,socialist,greedy,liars,R_OroCIOn4wN9tCdb,Republican,Very negative,Yes,Yes,Yes,No
794,compassionate,hard working,humble,intelligent,R_3QYjIpjivEaEvIZ,Democrat,Very positive,No,Yes,No,No
795,blind,sheep,death,fake,R_3hAVY2N2AqCCgSs,Republican,Very negative,Yes,Yes,No,No
796,young,working class,poor,liberal,R_272r5l2KADKgTUp,Independent,Neither positive nor negative,No,No,No,Yes
797,arrogant,smug,delusional,unrealistic,R_1eIFkc6C88txjdl,Republican,Very negative,Yes,Yes,No,No
798,liberals,blacks,women,politician,R_3rFWIehzvBGuVcY,Republican,Neither,No,No,No,Yes
799,liberal,educated,minority,young,R_2DM2jAo7JvhnwMx,Independent,Neither positive nor negative,No,No,No,Yes
800,liberal,narrow minded,whiney,unfocused,R_31hoR3CxwjnmQ6r,Republican,Very negative,Yes,Yes,No,No
801,liberal,jerks,pushy,money,R_3pf17yxkygS8f3c,Republican,Very negative,Yes,Yes,No,No
802,liberal,entitled,young,women,R_1CCOX8IQ5J2I9h8,Republican,A little negative,No,No,No,Yes
803,liberal,minorities,poor,east coast,R_3sAmzLepClV9E9Q,Republican,Neither positive nor negative,No,No,No,Yes
804,liberal,minorities,underprivileged,lazy,R_3OdjlaZ48Xazmm8,Republican,Very negative,Yes,Yes,No,Yes
805,thinkers,freedom,positive,socialist,R_2QWYGyDZ9Vgw7Fp,Independent,A little positive,No,No,Yes,No
806,younger,diverse,radical,pro-choice,R_33BXfOgORURwLoH,Republican,A little negative,Yes,No,Yes,Yes
807,greed,dis honest,dis loyal,dis respectful,R_1DCNeSemIsskO0W,Republican,Very negative,Yes,Yes,No,No
808,controlling,social liberty,less military support,big government,R_1KjLJpAS9fpo5Mx,Republican,A little negative,No,No,Yes,No
809,educated,liberal,independent,feminist,R_3nPFmekKrvrScLE,Independent,A little positive,No,No,No,Yes
810,taxes,reform,change,equality,R_1gnWxSKOsplYOm4,Democrat,A little positive,No,No,Yes,No
811,honest,truth,believe,confident,R_1EjjLYroxsR5qTp,Democrat,A little positive,No,Yes,No,No
812,black,warriors,survivors,struggle,R_1ri8DYigNx1WSDW,Independent,A little positive,No,Yes,No,Yes
813,loyal,calm,understanding,pliable,R_0Ti8MpZRQw8MIpj,Independent,A little positive,No,Yes,No,No
814,important,hispanic,majority,interest,R_1QN2HJ8ITrxOhzR,Republican,Neither positive nor negative,No,No,No,Yes
815,liberal,progressive,minority,majority,R_240BqVCdQQj5r3O,Independent,Neither positive nor negative,No,No,No,Yes
816,liberal,compassionate,informed,intelligent,R_1LiJTLVmbjs5GZr,Democrat,Very positive,No,Yes,No,No
817,progressive,libertarian,open-minded,peaceful,R_2qeKNW5kF6ZeXO4,Independent,Very positive,No,Yes,No,No
818,minorities,liberal,blacks,lower income,R_3oHgOEsi2ih5ZLj,Republican,Neither positive nor negative,No,No,No,Yes
819,smart,compassionate,logical,liberal,R_8APnqSCnlvJaChX,Democrat,A little positive,No,Yes,No,No
820,honest,hardworking,caring,responsible,R_1Klt9BLSCGsvsps,Democrat,Very positive,No,Yes,No,No
821,wise,free,co operative,honest,R_2TTPufEec0fdvXH,Democrat,Very positive,No,Yes,No,No
822,intelligent,caring,fair,smart,R_1n18XbRb80ahZNU,Democrat,Very positive,No,Yes,No,No
823,clinton,sanders,not trump,red,R_31MWIleVElCilax,Republican,A little negative,No,No,No,No
824,uninformed,biased,kkk,slavery,R_OPZEcUG4XqTznJT,Republican,Very negative,Yes,Yes,No,Yes
825,liberal,honest,poorer,realistic,R_1pYf58vIlTFwf6a,Independent,Neither positive nor negative,No,Yes,No,No
826,inclusive,progressive,supportive,nonjudgmental,R_3k0rBekgQ2kNnBP,Democrat,A little positive,No,No,No,No
827,liberal,minorities,youth,northerners,R_1OGMG0MkdusmrO6,Independent,Neither positive nor negative,No,No,No,Yes
828,loving,naive,emotional,good,R_Ow085Y67jw4bQqd,Independent,A little positive,No,Yes,No,No
829,liberal,young,smart,open-minded,R_3KoqWgnBRBEsQY6,Democrat,Very positive,No,Yes,No,No
830,concerned,caring,hard working,honest,R_3P61XEH6bn4JNfW,Democrat,Very positive,No,Yes,No,No
831,young,hippie,normal,hopeful,R_d1flzZv9a1uyCcR,Independent,A little positive,No,No,No,Yes
832,younger,liberal,warmer,highly educated,R_330V8EG61SWip3K,Independent,A little positive,No,No,No,No
833,caring,needy,poor,working,R_yDV9VkGLji1GXvz,Republican,A little negative,No,Yes,No,No
834,open-minded,enthusiastic,hopeful,honest,R_1rHSdM0WduV0rDD,Democrat,Very positive,No,Yes,No,No
835,liberal,hippies,socialist,poor,R_3JIN2hljxgGIvjg,Republican,Very negative,Yes,No,Yes,Yes
836,liberal,selfish,immoral,unkind,R_3PFDyMHyjjipsK5,Republican,Very negative,Yes,Yes,No,No
837,dreamers,hopeful,empathetic,smart,R_eLNFKW7jwBTJPeV,Democrat,Very positive,No,Yes,No,No
838,intelligent,liberal,progressive,peaceful,R_1g5yz2Rb1N9jGEl,Democrat,Very positive,No,No,Yes,No
839,caring,honest,hardworking,women,R_stFfMMZI7XRHijn,Democrat,Very positive,No,Yes,No,Yes
840,liberal,soft,spend happy,agenda,R_2PoHN11dyXV7D4C,Republican,A little negative,No,No,Yes,No
841,liberal,progressive,taxes,freedom,R_sRp8BLf2HOGTbvX,Republican,Neither positive nor negative,No,No,Yes,No
842,liberal,kind,generous,calm,R_31nQmaRXziyhgXk,Democrat,A little positive,No,Yes,No,No
843,active,happy,confident,considered,R_2xPmpAaifFjpk8g,Independent,A little positive,No,Yes,No,No
844,left winged,liberal,progressive,equal,R_25LUjp2xnAf23SZ,Independent,Neither positive nor negative,No,No,Yes,No
845,economist,serious,old,young,R_10ZVwyHOa4muoZ4,Independent,Neither positive nor negative,No,No,No,Yes
846,middle class,african americans,latinos,under privilege,R_Thc0qXxk9tmx0hX,Independent,Neither positive nor negative,No,No,No,Yes
847,forward,smart,inclusive,open,R_1JWKkXdm4NQDlrC,Democrat,A little positive,No,No,No,No
848,smart,caring,peaceful,accepting,R_1CJ8hDJvYh6iR49,Democrat,Very positive,No,Yes,No,No
849,young,educated,sheltered,angry,R_3Cvizd48GtRrdw5,Republican,Very negative,Yes,Yes,No,No
850,lazy,dumb,insidious,entitled,R_QbPfHEAOFiTmscV,Republican,Very negative,Yes,Yes,No,No
851,headstrong,stuck up,close-minded,old fashioned,R_3nTr7NgjfKvYpex,Republican,Very negative,Yes,Yes,No,No
852,minority,liberal,young,female,R_1LegnlHDDfF7okK,Independent,Neither positive nor negative,No,No,No,Yes
853,jackasses,clowns,idiots,fools,R_1jdkTE3usmMVPBd,Republican,Very negative,Yes,Yes,No,No
854,robust,liberal,open,leader,R_xzQtqUVn7Jwqs8x,Independent,A little positive,No,No,No,No
855,liberal,free,change,new,R_1C1GN5KGtP9qgCP,Independent,A little positive,No,No,No,No
856,liberal,generous,handouts,modern,R_3G7lD2tGxMtYX0i,Republican,A little negative,No,No,Yes,No
857,liberal,educated,smart,fair,R_2ckNBGUXt6szvAo,Democrat,A little positive,No,Yes,No,No
858,rich,hardheaded,ignorant,slaves,R_3JJkFtbB8ZOcckH,Republican,Very negative,Yes,Yes,No,Yes
859,liberal,open-minded,educated,concerned,R_2wh2eRfBdldXOW0,Democrat,A little positive,No,Yes,No,No
860,smart,loyal,honest,political,R_3lAepLa0igQMGSh,Democrat,A little positive,No,Yes,No,No
861,liberal,wishy washy,do gooder,potential,R_3qPulL1wAHU9onq,Republican,A little negative,No,Yes,No,No
862,pompous,liberals,fake,liars,R_2qC1Nzke9xIimG8,Republican,Very negative,Yes,Yes,No,No
863,liberal,normal,regular,donkey,R_1Qgb0EQXOoIZAOd,Independent,Neither positive nor negative,No,No,No,No
864,liberal,reasonable,futuristic,aim to please,R_Bzz5jmWLmQKhlBL,Independent,A little positive,No,No,No,No
865,fair,honest,integrity,political,R_2xKSqno43seHYyO,Independent,A little positive,No,Yes,No,No
866,progressive,liberal,socialist,modern,R_1DvfAysH2ayJeXA,Republican,Neither positive nor negative,No,No,Yes,No
867,donkey,pleasure seeking,hypocritical,racist,R_usPazB9MGGV9arn,Republican,Very negative,Yes,Yes,No,No
868,compassionate,passionate,right,just,R_1pt9CoWSOyITU6L,Democrat,Very positive,No,Yes,No,No
869,liberal,loose,immoral,hippie,R_40fTkcZyNj6nHtn,Republican,Very negative,Yes,Yes,No,No
870,women,liberal,educated,minorities,R_3gYnKht22Mxjcpy,Independent,Neither positive nor negative,No,No,No,Yes
871,arrogant,short sided,liberal,misinformed,R_2U9mItizEz1TeDB,Republican,Very negative,Yes,Yes,No,No
872,liberal,middle class,fair,working,R_24P2isOPbZo6WeZ,Independent,A little positive,No,No,No,No
873,liberal,idealistic,naive,young,R_1EduAI0gRBJcaLo,Republican,A little negative,No,Yes,No,No
874,educated,minorities,moderate,hopeful,R_3P6MXigGycStffX,Independent,A little positive,No,No,No,Yes
875,liberal,open,safe,typical,R_3koGEi0blorRxy1,Independent,A little positive,No,Yes,No,No
876,liberals,anti gunners,lgbt crowd,intolerant people,R_C7GlP5Qtd023xx7,Republican,Very negative,Yes,Yes,Yes,Yes
877,calm,cool,collective,new,R_Tjt0fnZ5gGjL5hD,Independent,A little positive,No,Yes,No,No
878,pro-choice,taxes,abortion,clinton,R_29nZ9d4xRZUAa5m,Republican,A little negative,No,No,Yes,No
879,naive,equality,innocent,young,R_1FezxwDXp1HEtl0,Independent,Neither positive nor negative,No,Yes,No,No
880,liberal,left,urban,young,R_3rPyEAYWcOq8KdE,Independent,Neither positive nor negative,No,No,No,Yes
881,naive,over simplistic,condescending,smug,R_20OmsGQrwZBhgIP,Republican,Very negative,Yes,Yes,No,No
882,genuine,intelligent,eager,dedicated,R_1hQBBrZfqg9Pqbb,Democrat,Very positive,No,Yes,No,No
883,hippies,annoying,lame,silly,R_12A1dJ65cWNEJN0,Republican,Very negative,Yes,Yes,No,Yes
884,progressive,thoughtful,inclusive,informed,R_2SDKfdBu3XpkegF,Democrat,Very positive,No,No,No,No
885,liberal,accepting,environmental,educated,R_2wGZbk47lK1gW3S,Independent,A little positive,No,No,Yes,No
886,liberal,feminist,environmentalist,socialist,R_3qUljm4D0NbwwYu,Republican,Neither positive nor negative,No,No,Yes,Yes
887,liberal,sissy,babies,whiny,R_SOC5HDLHAH1040h,Republican,Very negative,Yes,Yes,No,No
888,liberal,trustworthy,fair,active,R_2Yoo4bHNOBBk5Eg,Democrat,Very positive,No,Yes,No,No
889,open-minded,liberal,socially responsible,active,R_DpK0r6tBVokoDLj,Independent,A little positive,No,No,Yes,No
890,tolerant,listeners,compromisers,peaceful,R_3s1yfedQQxPH9N1,Democrat,A little positive,No,Yes,No,No
891,liberal,environmentally conscious,pro-abortion,tax hikers,R_dor5zUDIlw3eMrr,Republican,A little negative,No,No,Yes,No
892,liberal,granola,pc,open,R_1OxIRD7jxv6VM2f,Republican,A little negative,No,No,No,No
893,liberal,evil,corrupt,union,R_1IcpomP2Wemygv1,Republican,Very negative,Yes,Yes,No,Yes
894,liberal,equality,spending,rights,R_8odDE40HIy8fB61,Independent,Neither positive nor negative,No,No,Yes,No
895,middle class,lower class,poor,welfare,R_1FnxLXYQOZW88gf,Republican,Very negative,Yes,No,Yes,Yes
896,poor,uneducated,needy,unemployed,R_2ZPsIVNLCMKjiiF,Republican,Very negative,Yes,No,No,No
897,humanistic,liberal,socialistic,charitable,R_21tYZ3DCcBV7CGu,Independent,A little positive,No,No,Yes,No
898,hip,cool,low key,hip,R_3GwZ2Dm7tjQmd6H,Democrat,A little positive,No,Yes,No,No
899,liberal,younger,open-minded,supportive,R_3dFUluzMd0EApbd,Independent,A little positive,No,Yes,No,No
900,strong,smart,useful,helpful,R_21AGXOvRbU3Kyy7,Democrat,Very positive,No,Yes,No,No
901,liberal,female,white,young,R_1F5tz7aAOzepemM,Independent,Neither positive nor negative,No,No,No,Yes
902,liberal,free spirited,altruistic,feminist,R_w4vrMMbNuoP7vbP,Independent,A little positive,No,Yes,No,Yes
903,educated,concerned,human,peaceful,R_2w781fGZersAfNL,Democrat,Very positive,No,Yes,No,No
904,liberal,gun legislation,independent,balance,R_1IT2rPSpFDdRMO8,Independent,Neither,No,No,Yes,No
905,liberal,grassroots,socialist,charity,R_3w9DKVfVXxYsuIN,Republican,Neither positive nor negative,No,No,Yes,No
906,liberals,middle class,working class,young people,R_2v2Cc9esyvMDWti,Independent,Neither positive nor negative,No,No,No,Yes
907,liberal,socialist,emotional,irrational,R_1n0zAhhfh2REWCf,Republican,Very negative,Yes,Yes,Yes,No
908,poor,liberal,workers,government,R_yqLf3tPGJxNsHOV,Republican,A little negative,No,No,Yes,Yes
909,liberal,childish,immature,naive,R_2zcqqMQqJcnSMD0,Republican,Very negative,Yes,Yes,No,No
910,poor,uneducated,liberal,unemployed,R_BPLYBrJqG85xAkx,Republican,Very negative,Yes,No,No,No
911,liberal,open,progressive,equity,R_1OwpmhDVcnQtBNf,Independent,A little positive,No,No,No,No
912,liberal,tolerant,trusting,evolved,R_XtsX3Y4CghHGo2R,Democrat,Very positive,No,Yes,No,No
913,liberal,selfish,socialistic,pc,R_2313NfVuXXTkE9U,Republican,Very negative,Yes,Yes,Yes,No
914,caring,supportive,helpful,compassionate,R_ZsGPAQ1LPNKQWJz,Democrat,Very positive,No,Yes,No,No
915,greedy,dishonest,stubborn,hard hearted,R_2uQcxO0pvzDJoMt,Republican,Very negative,Yes,Yes,No,No
916,fair,kind,socially conscious,smart,R_4JjNWhIDZqbWwed,Democrat,Very positive,No,Yes,No,No
917,progressive,diverse,domestic,conscience,R_2dyzrav9lgSTetl,Independent,A little positive,No,Yes,No,No
918,progressive,dominant,for the people,intelligent,R_2AEwNa7whpbJ2W5,Democrat,A little positive,No,Yes,No,No
919,loyal,liberal,freedom,honest,R_2xYuIE0FIEr58Yz,Democrat,Very positive,No,Yes,No,No
920,liberal,progressive,educated,middle class,R_tMQVJ2EQjKOo53z,Independent,A little positive,No,No,No,Yes
921,idiot,dumb,whiner,weak,R_2D6MLa90NYYuIzh,Republican,Very negative,Yes,Yes,No,No
922,smart,compassionate,open-minded,pragmatic,R_2Ehr6v2solU3gwk,Democrat,Very positive,No,Yes,No,No
923,anti white,anti american,coddle criminals,sympathetic to terrorists,R_2YxkjzKCYNoFiwD,Republican,Very negative,Yes,No,Yes,Yes
924,jackass,stoic,hillary,lacking,R_3iwKPHNzZ8QVTPj,Republican,Very negative,Yes,Yes,No,No
925,liberal,social programs,hillary clinton,spenders,R_3h3LhZI6wBvx2BP,Republican,A little negative,No,No,Yes,No
926,hypocritical,misguided,idealist,irrational,R_1LGWMynTrs3JuW9,Republican,Very negative,Yes,Yes,No,No
927,poor,students,young,idealistic,R_1pyyyw70o1gDuAZ,Republican,Neither positive nor negative,No,No,No,Yes
928,cool,hip,smart,collected,R_1OqrLAm0HVk0Tme,Democrat,A little positive,No,Yes,No,No
929,liberal,peaceful,equality,naive,R_54KGglH5nqe5Vbb,Republican,A little negative,No,Yes,No,No
930,liberal,caring,moderate,activist,R_2wKuGJrIIgAGFv8,Independent,A little positive,No,No,No,No
931,agreeable,reasonable,understanding,cooperative,R_XjQPpEkASotizVT,Democrat,A little positive,No,Yes,No,No
932,egotistical,braggarts,dishonest,confident,R_1qW1Fnk627a6RB2,Republican,Very negative,Yes,Yes,No,No
933,cool,calm,responsible,intelligent,R_211bk0RntWHoFBA,Democrat,Very positive,No,Yes,No,No
934,liberal,open-minded,giving,humanitarian,R_3dJJHETnGbm4Tna,Democrat,Very positive,No,Yes,No,No
935,radical,non religious,murderers,lazy,R_1r0kY7HLzRjVrcB,Republican,Very negative,Yes,Yes,No,No
936,self righteous,liberal,annoying,misguided,R_2e3V1TBATO2RXhb,Republican,Very negative,Yes,Yes,No,No
937,progressive,liberal,caring,modern,R_238DqvAOuUpajt3,Democrat,Very positive,No,No,No,No
938,lean socialist,liberal,pro-abortion,pro-gay marriage,R_3KC5rzoZFwtwxn4,Republican,A little negative,No,No,Yes,Yes
939,liberal,taker,unintelligent,environmentalist,R_3fvEfyAeItL92SQ,Republican,Very negative,Yes,No,Yes,No
940,liberal,bleeding heart,socialism,"""black lives matter""",R_2CUipW5JPIDkVgR,Republican,Very negative,Yes,No,Yes,Yes
941,liberal,diverse,honest,hardworking,R_3p5tBUFkOVsitO6,Democrat,A little positive,No,Yes,No,No
942,young,smart,idealistic,goal oriented,R_11bUZGa8VyjcR7a,Independent,A little positive,No,Yes,No,No
943,tolerant,open-minded,kind,hard working,R_1QzLDD83c1haNSd,Democrat,Very positive,No,Yes,No,No
944,liberal,progressive,urban,diverse,R_7PXAYZ54E98IWe5,Independent,Neither positive nor negative,No,No,No,No
945,introverts,pushovers,nosey,giving,R_2PApSiRiJKUrXwN,Republican,A little negative,No,Yes,No,No
946,donkey,abortion,crazy,insane,R_2OUf8GfyvhtVaYg,Republican,Very negative,Yes,Yes,Yes,Yes
947,informed,non judgmental,helpful,democratic,R_1owliOuKnNnAP5I,Democrat,A little positive,No,Yes,No,No
948,controlling,regulate,bossy,immature,R_2PuKvw47qPsAWrO,Republican,Very negative,Yes,Yes,Yes,No
949,liberal,forward thinking,giving,loving,R_2zkjtuXJWCHoLJy,Democrat,A little positive,No,Yes,No,No
950,weak,naive,dependent,spendthrift,R_2zCpIeEwIadrE2V,Republican,Very negative,Yes,Yes,Yes,No
951,rich,entitled,unemployed,white,R_27vZ7qjMyNAbP1e,Republican,Very negative,Yes,Yes,No,Yes
952,open-minded,smart,educated,informed,R_QibhI5J5OUCzHm9,Democrat,Very positive,No,Yes,No,No
953,liberal,easy going,representative,pro-choice,R_080EZUbpj196Q49,Independent,A little positive,No,No,Yes,No
954,leftist,black people,rich whites,union,R_1NsIWAExgPsQg0X,Republican,A little negative,No,No,No,Yes
955,liberal,caring,thoughtful,progressive,R_2aykOJDlVjo1e2e,Democrat,Very positive,No,Yes,No,No
956,liberal,social oriented,progressive,tolerant,R_bpdOcTRWNdnkI4V,Independent,A little positive,No,No,No,No
957,strong,radical,powerful,current,R_5tCmA2W1eofvdlf,Independent,A little positive,No,No,No,No
958,liberal,pro-choice,socialist,fair,R_2zuvIZxuu0cSoZl,Republican,Neither positive nor negative,Yes,No,Yes,No
959,open-minded,liberal,caring,considerate,R_3CNRk6cO14IIW6S,Democrat,A little positive,No,Yes,No,No
960,liberal,flighty,annoying,weak,R_3RryCGUhqzx6HsG,Republican,Very negative,Yes,Yes,No,No
961,okay,successful,liberal,happy,R_3JlujXwG2knJfPc,Democrat,A little positive,No,Yes,No,No
962,poor,lower class,equality,welfare,R_2rTlP2JrAxZfjuN,Republican,A little negative,No,No,Yes,Yes
963,stubborn,old,mean,wrong,R_2TNvXNb64bm2o0F,Republican,Very negative,Yes,Yes,No,No
964,black,people,white,usa,R_OHcX7jweiHpkWm5,Republican,Neither positive nor negative,No,No,No,Yes
965,stupid,ignorant,sheeple,immoral,R_0IAikYTUb6yFtsZ,Republican,Very negative,Yes,Yes,No,No
966,liberal,wild,care free,rebel,R_27vv9bqeGFXABQY,Independent,A little negative,No,Yes,No,No
967,liberal,open,american,honest,R_1Aqzaz5WTVZbMD7,Independent,A little positive,No,Yes,No,No
968,liberal,immigrants,socialism,shit,R_3mkpDxWhHo7SkXF,Republican,Very negative,Yes,No,Yes,Yes
969,kind,loving,open-minded,friendly,R_3CJh0LJ9UO0WzB2,Democrat,Very positive,No,Yes,No,No
970,liberal,prochoice,clever,rational,R_10ufbjHp6hervcJ,Democrat,A little positive,No,Yes,Yes,No
971,real,friend,everyone,happy,R_2SDGtmR9rO1JhMe,Democrat,Very positive,No,Yes,No,No
972,liberal,hippie,open-minded,poor,R_2o7Pn0YObORvbKF,Republican,A little negative,Yes,No,No,No
973,caring,liberal,open-minded,educated,R_3ekpROlbWQaUvB1,Democrat,Very positive,No,Yes,No,No
974,liberal,black,hispanic,urban,R_3ReYnx69IgEzPIJ,Republican,A little negative,No,No,No,Yes
975,hard workers,open,liberal,compassionate,R_331oACwvBdZqzxp,Democrat,A little positive,No,Yes,No,No
976,progressive,liberal,empathic,caring,R_33xtAubZsYFktas,Democrat,A little positive,No,Yes,No,No
977,liberal,free,union,modern,R_2aLBqpspHsYk5c0,Independent,Neither,No,No,No,No
978,liberal,intelligent,family oriented,middle class,R_2rGFSnA0v1Woo0k,Independent,A little positive,No,Yes,No,Yes
979,liberal,outspoken,opinionated,passionate,R_ZKmakNi5mofARfb,Independent,A little positive,No,Yes,No,No
980,misinformed,liberal,passive,impractical,R_Rqw5RqQug94RTwZ,Republican,Very negative,Yes,Yes,No,No
981,arrogant,thoughtful,elitist,brainwashed,R_psIPtwqmLWQ3P7H,Republican,Very negative,Yes,Yes,No,No
982,progressive,young,generous,educated,R_2QytgtOwRJ8SNCh,Democrat,A little positive,No,No,No,No
983,liberal,obama,clinton,young,R_2Vgvfa1V9LOaxcP,Independent,Neither positive nor negative,No,No,No,No
984,liberal,free spending,environmentalists,pro-choice,R_3O2NjO0yXfdV1o7,Republican,Neither positive nor negative,No,No,Yes,Yes
985,sloppy,kind,artistic,liberal,R_1f7U7wQNYNcMMfb,Independent,A little positive,No,Yes,No,No
986,stupid,dishonest,liars,unrealistic,R_3Jw5sh6xvcjAGWu,Republican,Very negative,Yes,Yes,No,No
987,emotional,passionate,bleeding heart,well intentioned,R_1n75DJ0EhkBWNHz,Independent,A little positive,No,Yes,No,No
988,liberal,progressive,environmentalist,sane,R_273tHH2nt3uBFw5,Democrat,A little positive,No,No,Yes,No
989,caring,liberal,socialist,people oriented,R_2DN5FiAaY1E70uB,Independent,A little positive,No,Yes,Yes,No
990,family,honest,rational,successful,R_32J9RjoPVcsIySs,Democrat,Very positive,No,Yes,No,No
991,fair,caring,legalization,donkey,R_30oXHzgWQtzox1V,Independent,Neither positive nor negative,No,Yes,Yes,No
992,socially liberal,strict gun policy,health care supporters,environmentally conscious,R_2U5z3e1IxQ7OCvO,Independent,A little positive,No,No,Yes,No
993,liberal,petitioners,hippies,forward,R_vAGvRzRFRK2hQVr,Republican,Neither positive nor negative,No,No,No,Yes
994,liberal,big government,social welfare,middle class,R_pJz30AbqTtyFxMR,Republican,Neither positive nor negative,No,No,Yes,Yes
995,progressive,equality minded,giving,intelligent,R_OC2wGC90fdMo0Vz,Democrat,Very positive,No,Yes,No,No
996,uneducated,lazy,liberal,pro-choice,R_2qmTT7qfPyZf518,Republican,Very negative,Yes,Yes,Yes,No
997,decent,honest,progressive,kind,R_p618A6fogLbgOKl,Democrat,Very positive,No,Yes,No,No
998,moochers,liberal,uninformed,welfare clients,R_2VR4W3fkR6Ok2XL,Republican,Very negative,Yes,Yes,Yes,Yes
999,snobby,compassionate,liberal,intelligent,R_2BA4FoZiORxNFVa,Independent,A little positive,No,Yes,No,No
1000,unrealistic,optimists,caring,open,R_2AZSnKXd0E0fXIm,Independent,A little positive,No,Yes,No,No
1001,liberal,open,adaptable,flexible,R_3KJjHmfH1OixvcG,Independent,A little positive,No,Yes,No,No
1002,human,voters,obama,opposite,R_22squZZpgKT9zAI,Republican,Neither positive nor negative,No,No,No,Yes
1003,liberal,socialist,idealistic,lavish,R_1o6Yh4sRz2CR9VW,Republican,A little negative,No,No,Yes,No
